O2Mix_ID,Protocol_ID,Lot_ID,DateTime,FlowRate_sccm,Pressure_psi,O2_Purity_%,Temperature_C,Valve_Status,Status,Operator_ID,Machine_ID,Remarks
O2M01515,PRT003,LOT102,8/30/25 14:10,100,35.5,98.5,25.2,Open,Success,OP103,GMC02,Check supply
O2M01516,PRT001,LOT102,8/30/25 14:15,126,35.4,99.6,26.8,Open,Success,OP101,GMC02,Leak detected
O2M01517,PRT001,LOT101,8/30/25 14:20,106,35.2,99.6,25.1,Open,Success,OP103,GMC03,Leak detected
O2M01518,PRT002,LOT100,8/30/25 14:25,129,35,99.7,24.8,Closed,Success,OP102,GMC01,Check supply
O2M01519,PRT002,LOT102,8/30/25 14:30,102,34.7,98.7,24.7,Closed,Success,OP101,GMC03,Flow error
O2M01520,PRT003,LOT102,8/30/25 14:35,138,34.8,98.7,24.3,Open,Success,OP103,GMC02,Check supply
O2M01521,PRT003,LOT102,8/30/25 14:40,149,34.7,98.2,23.7,Closed,Success,OP101,GMC02,Stable
O2M01522,PRT003,LOT102,8/30/25 14:45,114,35.1,99,26.6,Open,Success,OP103,GMC01,Leak detected
O2M01523,PRT003,LOT101,8/30/25 14:50,140,34.3,98.3,23.8,Open,Success,OP103,GMC03,Flow error
O2M01524,PRT001,LOT102,8/30/25 14:55,133,34.8,98.4,25.7,Closed,Success,OP103,GMC02,Stable
O2M01525,PRT001,LOT102,8/30/25 15:00,134,34.9,99.9,25,Closed,Success,OP103,GMC01,Stable
O2M01526,PRT002,LOT102,8/30/25 15:05,135,35.3,98.9,25.8,Open,Success,OP101,GMC01,Check supply
O2M01527,PRT002,LOT101,8/30/25 15:10,131,35.3,98.9,23.3,Open,Success,OP102,GMC01,Flow error
O2M01528,PRT003,LOT101,8/30/25 15:15,110,36.4,98.6,23.1,Open,Success,OP101,GMC01,Check supply
O2M01529,PRT003,LOT102,8/30/25 15:20,117,35.4,98.1,25.8,Closed,Fail,OP103,GMC01,Leak detected
O2M01530,PRT002,LOT102,8/30/25 15:25,117,35,98.3,26.3,Closed,Success,OP102,GMC03,Check supply
O2M01531,PRT003,LOT101,8/30/25 15:30,120,36.7,98.9,23.3,Open,Success,OP103,GMC01,Stable
O2M01532,PRT001,LOT100,8/30/25 15:35,106,35.9,98.5,26,Closed,Success,OP103,GMC01,Check supply
O2M01533,PRT001,LOT100,8/30/25 15:40,115,34.3,98.1,25.9,Open,Success,OP103,GMC01,Check supply
O2M01534,PRT002,LOT100,8/30/25 15:45,142,36.4,99.4,23.6,Open,Success,OP101,GMC02,Stable
O2M01535,PRT002,LOT101,8/30/25 15:50,113,35.3,99,26,Closed,Success,OP103,GMC03,Stable
O2M01536,PRT001,LOT102,8/30/25 15:55,144,35.6,98.1,26.1,Open,Success,OP102,GMC01,Stable
O2M01537,PRT002,LOT101,8/30/25 16:00,101,37,99.5,24.1,Open,Success,OP102,GMC02,Leak detected
O2M01538,PRT003,LOT100,8/30/25 16:05,145,34.2,98.9,25.8,Closed,Success,OP102,GMC02,Leak detected
O2M01539,PRT001,LOT101,8/30/25 16:10,109,35.8,98.6,24.8,Closed,Success,OP101,GMC03,Stable
O2M01540,PRT002,LOT100,8/30/25 16:15,110,34.3,98.1,24.1,Open,Success,OP103,GMC03,Leak detected
O2M01541,PRT003,LOT101,8/30/25 16:20,138,36.7,98.7,25.8,Open,Success,OP102,GMC01,Stable
O2M01542,PRT002,LOT101,8/30/25 16:25,118,36.8,98.9,23.3,Closed,Success,OP102,GMC01,Leak detected
O2M01543,PRT002,LOT100,8/30/25 16:30,102,34.4,99.6,26.8,Open,Success,OP101,GMC02,Flow error
O2M01544,PRT003,LOT100,8/30/25 16:35,120,36.7,99.1,26.8,Closed,Success,OP103,GMC01,Flow error
O2M01545,PRT001,LOT100,8/30/25 16:40,139,34.7,98.1,26.7,Closed,Success,OP103,GMC02,Flow error
O2M01546,PRT003,LOT101,8/30/25 16:45,141,36.1,98.4,26,Closed,Success,OP102,GMC01,Flow error
O2M01547,PRT001,LOT100,8/30/25 16:50,113,36.4,98.7,24.7,Closed,Success,OP102,GMC03,Leak detected
O2M01548,PRT003,LOT101,8/30/25 16:55,148,36.4,99.1,23.8,Open,Success,OP102,GMC01,Leak detected
O2M01549,PRT003,LOT100,8/30/25 17:00,104,34.4,99.6,23.7,Open,Success,OP102,GMC01,Stable
O2M01550,PRT003,LOT102,8/30/25 17:05,130,36.4,98.8,24.6,Open,Success,OP101,GMC03,Flow error
O2M01551,PRT003,LOT101,8/30/25 17:10,116,35.4,99.1,23.8,Open,Success,OP102,GMC02,Check supply
O2M01552,PRT003,LOT102,8/30/25 17:15,139,34.4,98.5,23.9,Open,Success,OP101,GMC03,Stable
O2M01553,PRT003,LOT102,8/30/25 17:20,135,35.3,98.7,23.3,Open,Success,OP101,GMC03,Leak detected
O2M01554,PRT003,LOT102,8/30/25 17:25,107,35.6,99.7,26.3,Closed,Success,OP101,GMC03,Check supply
O2M01555,PRT002,LOT101,8/30/25 17:30,114,34.1,98.7,26.7,Open,Success,OP101,GMC02,Check supply
O2M01556,PRT003,LOT102,8/30/25 17:35,123,36.8,99,26,Closed,Success,OP102,GMC03,Check supply
O2M01557,PRT002,LOT101,8/30/25 17:40,131,34.9,98.3,25.5,Closed,Success,OP101,GMC02,Flow error
O2M01558,PRT003,LOT102,8/30/25 17:45,150,34.4,99.9,26.7,Closed,Success,OP102,GMC02,Leak detected
O2M01559,PRT003,LOT100,8/30/25 17:50,123,35.9,99.9,26.3,Open,Success,OP101,GMC03,Flow error
O2M01560,PRT002,LOT101,8/30/25 17:55,101,34.8,99.5,26.7,Closed,Success,OP103,GMC02,Stable
O2M01561,PRT003,LOT101,8/30/25 18:00,129,35.3,99.7,25.9,Open,Fail,OP101,GMC01,Stable
O2M01562,PRT001,LOT102,8/30/25 18:05,113,35.7,99.2,25.9,Open,Success,OP103,GMC02,Flow error
O2M01563,PRT001,LOT101,8/30/25 18:10,136,35.9,99,24.8,Open,Fail,OP103,GMC03,Check supply
O2M01564,PRT001,LOT100,8/30/25 18:15,142,36.3,98.6,24.1,Open,Success,OP102,GMC01,Stable
O2M01565,PRT003,LOT101,8/30/25 18:20,130,36.3,99.4,26.6,Open,Success,OP101,GMC03,Stable
O2M01566,PRT002,LOT100,8/30/25 18:25,130,35.5,100,26.1,Open,Success,OP103,GMC02,Check supply
O2M01567,PRT003,LOT100,8/30/25 18:30,134,34.4,99.9,25.7,Closed,Success,OP101,GMC02,Flow error
O2M01568,PRT003,LOT100,8/30/25 18:35,145,34.8,99.2,26.6,Closed,Success,OP103,GMC03,Stable
O2M01569,PRT003,LOT100,8/30/25 18:40,146,34.5,99.7,25.4,Closed,Fail,OP101,GMC01,Check supply
O2M01570,PRT002,LOT100,8/30/25 18:45,145,36.6,98.9,24.4,Closed,Success,OP103,GMC01,Stable
O2M01571,PRT002,LOT100,8/30/25 18:50,131,35.4,99.1,25.9,Open,Success,OP101,GMC02,Flow error
O2M01572,PRT002,LOT102,8/30/25 18:55,139,35.2,99.9,23.7,Closed,Success,OP103,GMC03,Flow error
O2M01573,PRT003,LOT100,8/30/25 19:00,131,37,99.1,25.8,Closed,Success,OP102,GMC03,Leak detected
O2M01574,PRT002,LOT102,8/30/25 19:05,119,35.5,99.1,25.8,Closed,Success,OP103,GMC01,Check supply
O2M01575,PRT001,LOT102,8/30/25 19:10,128,34.7,98.3,23.9,Closed,Success,OP101,GMC03,Stable
O2M01576,PRT001,LOT100,8/30/25 19:15,134,35.4,99.4,26,Closed,Success,OP101,GMC01,Check supply
O2M01577,PRT002,LOT102,8/30/25 19:20,135,34.6,99.6,25.9,Closed,Success,OP103,GMC03,Leak detected
O2M01578,PRT003,LOT101,8/30/25 19:25,109,35.9,99.8,26.1,Open,Success,OP103,GMC03,Leak detected
O2M01579,PRT002,LOT100,8/30/25 19:30,146,35.1,99.8,24.3,Open,Success,OP101,GMC03,Stable
O2M01580,PRT003,LOT100,8/30/25 19:35,126,37,99.1,25.4,Closed,Success,OP101,GMC03,Check supply
O2M01581,PRT003,LOT102,8/30/25 19:40,112,34.5,99.8,23,Closed,Success,OP102,GMC02,Check supply
O2M01582,PRT002,LOT101,8/30/25 19:45,124,36.7,98.4,25.8,Closed,Success,OP102,GMC01,Check supply
O2M01583,PRT003,LOT100,8/30/25 19:50,132,35.2,99.5,25.5,Open,Success,OP103,GMC03,Check supply
O2M01584,PRT002,LOT101,8/30/25 19:55,114,34.8,98.7,24.4,Open,Success,OP103,GMC01,Stable
O2M01585,PRT002,LOT102,8/30/25 20:00,116,34.2,99.9,26.4,Open,Success,OP102,GMC01,Flow error
O2M01586,PRT002,LOT101,8/30/25 20:05,123,34.5,98.1,25.1,Closed,Success,OP101,GMC01,Leak detected
O2M01587,PRT002,LOT100,8/30/25 20:10,117,35.5,98.7,26.5,Open,Fail,OP103,GMC01,Check supply
O2M01588,PRT003,LOT100,8/30/25 20:15,137,34.6,98.3,25,Closed,Success,OP103,GMC01,Flow error
O2M01589,PRT003,LOT100,8/30/25 20:20,102,35.6,99,27,Open,Success,OP103,GMC02,Leak detected
O2M01590,PRT003,LOT101,8/30/25 20:25,107,34.6,98.1,25.3,Open,Success,OP101,GMC02,Leak detected
O2M01591,PRT002,LOT100,8/30/25 20:30,109,36,99.6,24.4,Closed,Success,OP102,GMC03,Leak detected
O2M01592,PRT002,LOT100,8/30/25 20:35,146,34.1,99.9,24,Closed,Success,OP102,GMC01,Check supply
O2M01593,PRT001,LOT101,8/30/25 20:40,119,35.4,98.4,25.5,Closed,Success,OP103,GMC03,Leak detected
O2M01594,PRT003,LOT101,8/30/25 20:45,140,36.6,98,25.1,Closed,Success,OP102,GMC02,Leak detected
O2M01595,PRT003,LOT102,8/30/25 20:50,111,36,99.5,24.3,Open,Success,OP102,GMC03,Leak detected
O2M01596,PRT001,LOT100,8/30/25 20:55,126,35.9,98.4,23.4,Open,Success,OP102,GMC01,Stable
O2M01597,PRT002,LOT101,8/30/25 21:00,149,34.3,98.5,25.8,Closed,Success,OP103,GMC02,Stable
O2M01598,PRT001,LOT102,8/30/25 21:05,101,35.5,99.6,26.3,Closed,Success,OP101,GMC03,Flow error
O2M01599,PRT003,LOT100,8/30/25 21:10,149,35.9,98.6,24.8,Closed,Success,OP103,GMC03,Leak detected
O2M01600,PRT003,LOT102,8/30/25 21:15,148,36.6,98.3,24.3,Closed,Success,OP101,GMC02,Flow error
O2M01601,PRT002,LOT100,8/30/25 21:20,102,34.7,98.4,24.7,Closed,Success,OP103,GMC01,Flow error
O2M01602,PRT001,LOT102,8/30/25 21:25,100,36.3,99.4,23.2,Open,Success,OP103,GMC01,Stable
O2M01603,PRT001,LOT101,8/30/25 21:30,144,35.4,98.5,26.6,Closed,Success,OP102,GMC02,Check supply
O2M01604,PRT003,LOT102,8/30/25 21:35,145,35.9,99.7,26.1,Open,Success,OP103,GMC01,Stable
O2M01605,PRT001,LOT102,8/30/25 21:40,126,34.3,99.9,25.1,Open,Success,OP103,GMC03,Stable
O2M01606,PRT002,LOT100,8/30/25 21:45,143,34.2,99.4,26.6,Closed,Fail,OP103,GMC01,Flow error
O2M01607,PRT002,LOT101,8/30/25 21:50,131,35.6,99.8,23.7,Open,Success,OP103,GMC03,Check supply
O2M01608,PRT002,LOT100,8/30/25 21:55,117,35.9,100,25.7,Open,Success,OP101,GMC01,Flow error
O2M01609,PRT001,LOT101,8/30/25 22:00,109,34.2,99.4,26.6,Open,Fail,OP101,GMC01,Check supply
O2M01610,PRT002,LOT100,8/30/25 22:05,109,37,98.5,24.9,Closed,Success,OP103,GMC01,Leak detected
O2M01611,PRT003,LOT100,8/30/25 22:10,116,34.4,98.3,25.7,Closed,Success,OP102,GMC01,Leak detected
O2M01612,PRT001,LOT100,8/30/25 22:15,120,34.1,99.9,26.6,Open,Success,OP102,GMC01,Leak detected
O2M01613,PRT001,LOT102,8/30/25 22:20,125,34.9,99.9,25.8,Closed,Success,OP101,GMC03,Leak detected
O2M01614,PRT001,LOT102,8/30/25 22:25,140,35.7,99.4,26.2,Open,Success,OP103,GMC01,Stable
O2M01615,PRT003,LOT102,8/30/25 22:30,127,36.4,98.4,25.2,Closed,Success,OP101,GMC03,Check supply
O2M01616,PRT001,LOT100,8/30/25 22:35,148,35.2,99.2,25.2,Closed,Success,OP101,GMC02,Flow error
O2M01617,PRT003,LOT100,8/30/25 22:40,120,36.9,99.5,25.2,Closed,Success,OP102,GMC02,Check supply
O2M01618,PRT003,LOT100,8/30/25 22:45,139,34.6,99.7,25.2,Open,Success,OP102,GMC02,Leak detected
O2M01619,PRT001,LOT100,8/30/25 22:50,125,35,99.8,25.2,Closed,Success,OP103,GMC01,Stable
O2M01620,PRT001,LOT100,8/30/25 22:55,109,34.5,98.8,23.3,Closed,Success,OP103,GMC01,Flow error
O2M01621,PRT001,LOT100,8/30/25 23:00,111,36.6,99,23.8,Open,Success,OP101,GMC01,Leak detected
O2M01622,PRT002,LOT101,8/30/25 23:05,118,36.7,98.3,24.8,Open,Success,OP101,GMC03,Leak detected
O2M01623,PRT002,LOT101,8/30/25 23:10,130,34.1,99.1,26.7,Closed,Success,OP103,GMC01,Flow error
O2M01624,PRT003,LOT101,8/30/25 23:15,112,36,99,25.5,Closed,Success,OP102,GMC03,Stable
O2M01625,PRT001,LOT101,8/30/25 23:20,112,36.9,99.1,23.1,Closed,Success,OP101,GMC02,Check supply
O2M01626,PRT003,LOT100,8/30/25 23:25,146,34.1,99.4,23.9,Closed,Success,OP101,GMC01,Leak detected
O2M01627,PRT002,LOT102,8/30/25 23:30,110,35.3,98.9,25,Open,Fail,OP102,GMC03,Leak detected
O2M01628,PRT002,LOT101,8/30/25 23:35,124,35.4,99.8,25.5,Open,Success,OP103,GMC02,Flow error
O2M01629,PRT002,LOT100,8/30/25 23:40,104,34.5,98,23.5,Closed,Success,OP102,GMC01,Stable
O2M01630,PRT003,LOT101,8/30/25 23:45,145,36.7,98.9,26.2,Open,Success,OP102,GMC01,Leak detected
O2M01631,PRT003,LOT102,8/30/25 23:50,112,36.7,99.8,26.6,Closed,Success,OP103,GMC02,Flow error
O2M01632,PRT001,LOT102,8/30/25 23:55,147,35,98.2,25.5,Open,Success,OP102,GMC02,Leak detected
O2M01633,PRT003,LOT100,8/31/25 0:00,115,35,99.7,26.5,Closed,Success,OP101,GMC01,Check supply
O2M01634,PRT002,LOT101,8/31/25 0:05,141,36,99,24.1,Closed,Success,OP101,GMC03,Leak detected
O2M01635,PRT002,LOT101,8/31/25 0:10,133,36.7,98.2,26,Closed,Success,OP103,GMC02,Stable
O2M01636,PRT001,LOT100,8/31/25 0:15,109,35.6,99.9,25.8,Open,Success,OP102,GMC01,Leak detected
O2M01637,PRT003,LOT102,8/31/25 0:20,120,35.8,99.4,26.4,Closed,Success,OP101,GMC03,Stable
O2M01638,PRT003,LOT102,8/31/25 0:25,131,36.2,98.3,23,Closed,Success,OP101,GMC03,Stable
O2M01639,PRT002,LOT100,8/31/25 0:30,126,36.2,99.7,24,Closed,Success,OP102,GMC01,Stable
O2M01640,PRT003,LOT101,8/31/25 0:35,111,35.2,99.6,23.3,Closed,Success,OP103,GMC02,Stable
O2M01641,PRT001,LOT100,8/31/25 0:40,113,36.9,99,25.8,Closed,Success,OP101,GMC03,Flow error
O2M01642,PRT002,LOT102,8/31/25 0:45,144,35.4,99.5,24.6,Open,Success,OP103,GMC02,Leak detected
O2M01643,PRT001,LOT102,8/31/25 0:50,137,35.2,98.1,25.6,Closed,Success,OP102,GMC01,Flow error
O2M01644,PRT002,LOT101,8/31/25 0:55,129,34.1,98,24.3,Open,Success,OP102,GMC02,Stable
O2M01645,PRT001,LOT101,8/31/25 1:00,137,34.5,99.9,26.4,Closed,Success,OP102,GMC01,Leak detected
O2M01646,PRT002,LOT102,8/31/25 1:05,141,34.7,98.2,26.6,Closed,Success,OP102,GMC02,Stable
O2M01647,PRT001,LOT101,8/31/25 1:10,133,36.5,98.7,23,Closed,Success,OP103,GMC03,Stable
O2M01648,PRT001,LOT100,8/31/25 1:15,140,34.5,99.6,24.7,Closed,Success,OP101,GMC03,Leak detected
O2M01649,PRT002,LOT101,8/31/25 1:20,112,34.6,100,25.4,Open,Success,OP102,GMC03,Leak detected
O2M01650,PRT001,LOT100,8/31/25 1:25,119,36,98.5,25.7,Closed,Success,OP103,GMC02,Stable
O2M01651,PRT003,LOT100,8/31/25 1:30,139,34.7,99.2,25.6,Open,Success,OP103,GMC01,Leak detected
O2M01652,PRT001,LOT101,8/31/25 1:35,110,35.8,99.3,24.5,Open,Success,OP101,GMC03,Check supply
O2M01653,PRT001,LOT102,8/31/25 1:40,146,34.7,98.2,24.4,Closed,Fail,OP102,GMC03,Check supply
O2M01654,PRT002,LOT101,8/31/25 1:45,137,35.5,99.3,25.2,Open,Success,OP103,GMC01,Flow error
O2M01655,PRT003,LOT102,8/31/25 1:50,128,35.6,98.1,26.5,Closed,Success,OP102,GMC03,Check supply
O2M01656,PRT001,LOT102,8/31/25 1:55,109,34.6,99.4,24.5,Closed,Success,OP101,GMC01,Leak detected
O2M01657,PRT001,LOT100,8/31/25 2:00,144,34.1,99.1,25.3,Open,Success,OP103,GMC03,Stable
O2M01658,PRT003,LOT101,8/31/25 2:05,125,36.5,98.8,24.1,Open,Success,OP101,GMC03,Leak detected
O2M01659,PRT002,LOT100,8/31/25 2:10,113,35.8,98.5,26.4,Closed,Success,OP102,GMC01,Leak detected
O2M01660,PRT002,LOT100,8/31/25 2:15,142,35.1,98.6,24.5,Closed,Success,OP103,GMC02,Check supply
O2M01661,PRT002,LOT101,8/31/25 2:20,112,36.4,98.7,25.7,Open,Success,OP103,GMC01,Stable
O2M01662,PRT002,LOT102,8/31/25 2:25,121,35,99.2,26.6,Open,Success,OP102,GMC01,Check supply
O2M01663,PRT003,LOT100,8/31/25 2:30,134,36.5,99.5,24.3,Closed,Success,OP103,GMC02,Check supply
O2M01664,PRT001,LOT102,8/31/25 2:35,118,34.3,98.3,23.9,Closed,Success,OP102,GMC01,Leak detected
O2M01665,PRT003,LOT102,8/31/25 2:40,108,35.9,100,27,Closed,Success,OP101,GMC01,Stable
O2M01666,PRT002,LOT102,8/31/25 2:45,136,36.6,98.4,24.5,Closed,Success,OP101,GMC03,Leak detected
O2M01667,PRT001,LOT101,8/31/25 2:50,108,35.3,98.5,23.1,Open,Success,OP101,GMC02,Check supply
O2M01668,PRT003,LOT102,8/31/25 2:55,114,36.3,99,24,Closed,Fail,OP102,GMC02,Leak detected
O2M01669,PRT001,LOT101,8/31/25 3:00,114,36.9,100,23.1,Closed,Success,OP103,GMC03,Leak detected
O2M01670,PRT003,LOT101,8/31/25 3:05,110,34.9,98.6,23.2,Closed,Success,OP101,GMC03,Check supply
O2M01671,PRT003,LOT100,8/31/25 3:10,118,35.9,98.9,23.3,Open,Success,OP103,GMC02,Stable
O2M01672,PRT001,LOT101,8/31/25 3:15,130,36.3,99.5,24.5,Closed,Success,OP101,GMC03,Leak detected
O2M01673,PRT003,LOT100,8/31/25 3:20,133,35.8,99,23.5,Open,Success,OP102,GMC01,Check supply
O2M01674,PRT002,LOT101,8/31/25 3:25,118,35.6,98.6,26.9,Closed,Success,OP101,GMC01,Flow error
O2M01675,PRT001,LOT101,8/31/25 3:30,110,35.7,99.8,25.7,Closed,Success,OP103,GMC03,Leak detected
O2M01676,PRT002,LOT101,8/31/25 3:35,129,35.5,98.3,26.5,Open,Success,OP102,GMC02,Check supply
O2M01677,PRT002,LOT101,8/31/25 3:40,142,36.6,99.5,24,Closed,Success,OP102,GMC02,Leak detected
O2M01678,PRT003,LOT102,8/31/25 3:45,131,36,99.3,23.4,Closed,Success,OP102,GMC01,Stable
O2M01679,PRT002,LOT102,8/31/25 3:50,115,36.3,98.3,25.5,Closed,Success,OP102,GMC03,Flow error
O2M01680,PRT001,LOT100,8/31/25 3:55,109,36.9,100,25.6,Open,Success,OP101,GMC01,Check supply
O2M01681,PRT003,LOT100,8/31/25 4:00,130,34,98.6,23.9,Open,Success,OP102,GMC02,Stable
O2M01682,PRT003,LOT102,8/31/25 4:05,129,35.8,98.1,24.4,Closed,Success,OP101,GMC01,Check supply
O2M01683,PRT003,LOT100,8/31/25 4:10,131,34.5,99.1,25.7,Open,Success,OP101,GMC02,Stable
O2M01684,PRT001,LOT101,8/31/25 4:15,102,35,99.6,23.9,Closed,Success,OP102,GMC03,Check supply
O2M01685,PRT003,LOT101,8/31/25 4:20,109,36.9,98.9,24.7,Closed,Success,OP101,GMC02,Check supply
O2M01686,PRT001,LOT100,8/31/25 4:25,104,36.8,98.6,26.9,Closed,Success,OP101,GMC03,Leak detected
O2M01687,PRT002,LOT100,8/31/25 4:30,134,34.1,99.1,24.7,Closed,Success,OP102,GMC03,Flow error
O2M01688,PRT003,LOT100,8/31/25 4:35,144,36.9,99.4,25.6,Closed,Success,OP101,GMC03,Check supply
O2M01689,PRT002,LOT102,8/31/25 4:40,120,35.3,99.8,23.4,Open,Success,OP103,GMC01,Flow error
O2M01690,PRT003,LOT100,8/31/25 4:45,105,35.9,99.8,26.2,Open,Success,OP102,GMC03,Stable
O2M01691,PRT002,LOT102,8/31/25 4:50,129,36.2,99.6,24.8,Open,Success,OP101,GMC01,Flow error
O2M01692,PRT001,LOT100,8/31/25 4:55,102,35,99.8,23.6,Closed,Success,OP101,GMC02,Check supply
O2M01693,PRT001,LOT101,8/31/25 5:00,148,35.7,98.4,23.1,Closed,Success,OP103,GMC02,Check supply
O2M01694,PRT001,LOT101,8/31/25 5:05,144,34.7,99.2,26.5,Closed,Success,OP101,GMC01,Check supply
O2M01695,PRT002,LOT100,8/31/25 5:10,140,36,98.9,23.3,Open,Success,OP102,GMC03,Stable
O2M01696,PRT003,LOT100,8/31/25 5:15,143,36.2,98.4,24.1,Open,Success,OP103,GMC02,Leak detected
O2M01697,PRT002,LOT102,8/31/25 5:20,144,35,98.8,25.2,Open,Success,OP101,GMC01,Flow error
O2M01698,PRT001,LOT101,8/31/25 5:25,126,35,99.2,23.8,Open,Success,OP103,GMC03,Flow error
O2M01699,PRT003,LOT101,8/31/25 5:30,138,35.4,98.9,26.9,Open,Success,OP101,GMC01,Stable
O2M01700,PRT001,LOT102,8/31/25 5:35,107,34.4,99.8,23.6,Closed,Success,OP103,GMC02,Stable
O2M01701,PRT001,LOT101,8/31/25 5:40,111,35.8,99.6,25.6,Open,Success,OP102,GMC01,Stable
O2M01702,PRT001,LOT102,8/31/25 5:45,145,35,98.4,25.6,Closed,Success,OP102,GMC01,Stable
O2M01703,PRT002,LOT102,8/31/25 5:50,121,36.9,98.7,24.6,Closed,Success,OP103,GMC03,Stable
O2M01704,PRT002,LOT101,8/31/25 5:55,131,34.7,100,26.3,Closed,Success,OP102,GMC03,Check supply
O2M01705,PRT002,LOT101,8/31/25 6:00,123,36.7,98,24.5,Closed,Success,OP103,GMC01,Flow error
O2M01706,PRT001,LOT101,8/31/25 6:05,117,34.8,98.8,24.6,Closed,Success,OP102,GMC03,Flow error
O2M01707,PRT003,LOT100,8/31/25 6:10,111,36.3,99.2,25.7,Closed,Success,OP101,GMC01,Flow error
O2M01708,PRT002,LOT102,8/31/25 6:15,147,35.4,99.4,25.5,Open,Success,OP102,GMC03,Leak detected
O2M01709,PRT001,LOT100,8/31/25 6:20,103,34.5,98.3,23.9,Open,Success,OP102,GMC01,Leak detected
O2M01710,PRT002,LOT100,8/31/25 6:25,108,35.3,99.7,23.6,Closed,Success,OP103,GMC02,Check supply
O2M01711,PRT002,LOT101,8/31/25 6:30,101,34.6,99.1,25.8,Open,Fail,OP102,GMC01,Stable
O2M01712,PRT003,LOT102,8/31/25 6:35,136,35.2,99.2,27,Closed,Success,OP101,GMC01,Flow error
O2M01713,PRT003,LOT100,8/31/25 6:40,119,36,100,26.6,Open,Success,OP101,GMC02,Flow error
O2M01714,PRT001,LOT102,8/31/25 6:45,137,36.5,99.7,25.3,Open,Success,OP102,GMC01,Leak detected
O2M01715,PRT003,LOT102,8/31/25 6:50,149,35.2,99.6,26.7,Open,Success,OP102,GMC02,Check supply
O2M01716,PRT001,LOT102,8/31/25 6:55,142,34.3,99,23.3,Closed,Success,OP103,GMC02,Flow error
O2M01717,PRT003,LOT100,8/31/25 7:00,112,34.6,99.4,23,Closed,Success,OP102,GMC03,Stable
O2M01718,PRT001,LOT102,8/31/25 7:05,136,34.8,99.1,26.6,Open,Success,OP101,GMC01,Check supply
O2M01719,PRT001,LOT101,8/31/25 7:10,144,34,99.9,25.1,Open,Success,OP102,GMC02,Flow error
O2M01720,PRT002,LOT100,8/31/25 7:15,150,36.5,99.2,24.7,Closed,Success,OP102,GMC01,Stable
O2M01721,PRT001,LOT101,8/31/25 7:20,112,34.9,99.7,26.4,Open,Fail,OP101,GMC03,Check supply
O2M01722,PRT002,LOT100,8/31/25 7:25,129,34.3,99.4,23.6,Closed,Success,OP103,GMC01,Check supply
O2M01723,PRT001,LOT102,8/31/25 7:30,105,36.6,98.8,26.9,Closed,Success,OP102,GMC02,Flow error
O2M01724,PRT002,LOT102,8/31/25 7:35,146,34.2,98.4,26.9,Closed,Success,OP102,GMC03,Flow error
O2M01725,PRT002,LOT101,8/31/25 7:40,121,35.8,99.4,24.1,Open,Success,OP101,GMC03,Check supply
O2M01726,PRT002,LOT102,8/31/25 7:45,136,35.4,99,26.7,Open,Fail,OP103,GMC01,Leak detected
O2M01727,PRT002,LOT102,8/31/25 7:50,103,34.3,99.4,23.5,Closed,Success,OP101,GMC03,Check supply
O2M01728,PRT003,LOT102,8/31/25 7:55,122,36.9,99.4,25.7,Open,Success,OP103,GMC02,Leak detected
O2M01729,PRT003,LOT100,8/31/25 8:00,142,36.2,98.3,26.1,Closed,Success,OP101,GMC03,Stable
O2M01730,PRT002,LOT102,8/31/25 8:05,127,35.1,99.6,23.9,Closed,Success,OP102,GMC02,Flow error
O2M01731,PRT001,LOT101,8/31/25 8:10,135,35.3,99.5,24,Closed,Success,OP101,GMC01,Stable
O2M01732,PRT003,LOT100,8/31/25 8:15,119,37,98.2,25.1,Closed,Success,OP101,GMC03,Stable
O2M01733,PRT002,LOT101,8/31/25 8:20,121,34.6,99,23.5,Closed,Success,OP102,GMC01,Leak detected
O2M01734,PRT002,LOT101,8/31/25 8:25,147,36.3,98.4,26.9,Closed,Success,OP102,GMC02,Leak detected
O2M01735,PRT003,LOT102,8/31/25 8:30,135,36.8,99.6,25.7,Closed,Success,OP103,GMC01,Stable
O2M01736,PRT001,LOT102,8/31/25 8:35,105,34.5,98.7,26.4,Open,Success,OP101,GMC02,Check supply
O2M01737,PRT002,LOT101,8/31/25 8:40,130,35.4,99.2,25.3,Open,Success,OP101,GMC01,Check supply
O2M01738,PRT002,LOT102,8/31/25 8:45,131,36.4,99,23.5,Open,Success,OP101,GMC02,Check supply
O2M01739,PRT003,LOT100,8/31/25 8:50,110,35.6,98.8,26.7,Open,Success,OP103,GMC01,Stable
O2M01740,PRT001,LOT101,8/31/25 8:55,128,34.9,98.3,24.8,Closed,Success,OP102,GMC02,Flow error
O2M01741,PRT001,LOT100,8/31/25 9:00,135,37,99.8,23.9,Closed,Success,OP103,GMC01,Check supply
O2M01742,PRT002,LOT101,8/31/25 9:05,150,35.2,99.5,25.6,Closed,Success,OP101,GMC03,Leak detected
O2M01743,PRT002,LOT102,8/31/25 9:10,140,36.4,99.7,24,Open,Success,OP103,GMC02,Leak detected
O2M01744,PRT003,LOT101,8/31/25 9:15,101,36.9,98.8,26.2,Closed,Success,OP103,GMC01,Flow error
O2M01745,PRT003,LOT100,8/31/25 9:20,108,36.9,98.3,25.1,Closed,Success,OP102,GMC02,Leak detected
