Cure_ID,Protocol_ID,Lot_ID,Lens_ID,Cavity_ID,DateTime,Precure_Duration_min,RTD1_Temp_C,RTD2_Temp_C,PID_Heater_Setpoint_C,PID_Heater_Actual_C,Pressure_psi,Humidity,Status,Operator_ID,Machine_ID,Defect_Type,Remarks
CURE01649,PRT002,LOT109,LENS0196,CAV11,8/7/25 1:25,12,122.22,117.35,121,118.96,43.74,48.85,Fail,OP105,MC05,Misalignment,Rework needed
CURE01650,PRT007,LOT103,LENS0093,CAV18,8/7/25 1:30,10,115.47,119.83,121,122.1,42.39,52.75,Rework,OP102,MC03,Bubble,Rework needed
CURE01651,PRT010,LOT116,LENS0232,CAV06,8/7/25 1:35,18,124.65,122.04,119,116.44,42.6,48.46,Success,OP110,MC02,None,Stable cycle
CURE01652,PRT006,LOT111,LENS0395,CAV11,8/7/25 1:40,20,116.72,120.89,122,124.84,42.07,46.28,Success,OP110,MC04,None,Stable cycle
CURE01653,PRT001,LOT104,LENS0159,CAV17,8/7/25 1:45,20,118.71,120.12,121,122.47,41.82,52.5,Fail,OP107,MC05,Scratch,Rework needed
CURE01654,PRT001,LOT108,LENS0295,CAV12,8/7/25 1:50,18,120.35,119.42,119,120.32,43.86,53.33,Fail,OP110,MC01,Scratch,Rework needed
CURE01655,PRT007,LOT113,LENS0474,CAV06,8/7/25 1:55,13,121.92,124.89,121,123.23,43.76,42.76,Fail,OP103,MC03,Scratch,Rework needed
CURE01656,PRT009,LOT116,LENS0189,CAV15,8/7/25 2:00,20,119.46,117.52,120,121.65,39.36,54.37,Success,OP106,MC04,None,Stable cycle
CURE01657,PRT003,LOT119,LENS0146,CAV07,8/7/25 2:05,20,115.37,117.52,120,121.08,42.28,52.1,Rework,OP103,MC05,Bubble,Rework needed
CURE01658,PRT008,LOT100,LENS0057,CAV20,8/7/25 2:10,13,116.33,117.57,118,117.11,41,52.29,Fail,OP107,MC01,Bubble,Rework needed
CURE01659,PRT005,LOT115,LENS0498,CAV11,8/7/25 2:15,18,121.54,116.75,118,117.05,44.23,45.73,Rework,OP104,MC05,Bubble,Rework needed
CURE01660,PRT004,LOT109,LENS0240,CAV03,8/7/25 2:20,14,122.11,118.17,119,116.58,42.33,52.72,Fail,OP107,MC02,Misalignment,Rework needed
CURE01661,PRT004,LOT104,LENS0369,CAV14,8/7/25 2:25,11,119.31,123.33,119,119.93,41.43,43.87,Rework,OP101,MC05,Misalignment,Rework needed
CURE01662,PRT007,LOT116,LENS0258,CAV03,8/7/25 2:30,13,119.27,123.25,121,123.16,41.51,40.42,Fail,OP103,MC04,Scratch,Rework needed
CURE01663,PRT007,LOT116,LENS0456,CAV10,8/7/25 2:35,19,123.67,120.26,119,120.85,41.91,48.27,Rework,OP105,MC03,Misalignment,Rework needed
CURE01664,PRT009,LOT106,LENS0048,CAV14,8/7/25 2:40,11,118.05,122.92,120,117.85,42.92,41.51,Rework,OP103,MC05,Misalignment,Rework needed
CURE01665,PRT004,LOT113,LENS0306,CAV13,8/7/25 2:45,13,118.26,117.41,120,120.21,39,44.58,Rework,OP110,MC01,Misalignment,Rework needed
CURE01666,PRT002,LOT119,LENS0257,CAV20,8/7/25 2:50,12,117.82,117.26,119,116.95,41.47,53.06,Rework,OP106,MC02,Misalignment,Rework needed
CURE01667,PRT007,LOT113,LENS0165,CAV08,8/7/25 2:55,14,118.71,117.97,122,119.06,40.79,42.79,Rework,OP106,MC02,Misalignment,Rework needed
CURE01668,PRT002,LOT118,LENS0236,CAV15,8/7/25 3:00,20,120.77,119.51,119,118.08,38.71,41.72,Success,OP105,MC05,None,Stable cycle
CURE01669,PRT001,LOT102,LENS0286,CAV04,8/7/25 3:05,15,122.06,119.65,119,119.83,42.63,48.68,Rework,OP102,MC02,Scratch,Rework needed
CURE01670,PRT006,LOT118,LENS0210,CAV13,8/7/25 3:10,11,117.07,124.22,121,121.43,40.13,54.36,Rework,OP108,MC02,Bubble,Rework needed
CURE01671,PRT003,LOT119,LENS0102,CAV13,8/7/25 3:15,10,121.36,115.41,120,120.42,44.21,43.04,Success,OP101,MC02,None,Stable cycle
CURE01672,PRT002,LOT112,LENS0141,CAV17,8/7/25 3:20,14,120.04,116.01,122,124.02,40.54,45.13,Fail,OP104,MC01,Misalignment,Rework needed
CURE01673,PRT005,LOT120,LENS0343,CAV15,8/7/25 3:25,20,117.43,118.55,118,118.34,42.83,52.62,Success,OP101,MC02,None,Stable cycle
CURE01674,PRT010,LOT116,LENS0056,CAV17,8/7/25 3:30,11,124.93,122.84,118,119.97,39.64,49.26,Rework,OP106,MC01,Misalignment,Rework needed
CURE01675,PRT007,LOT102,LENS0434,CAV13,8/7/25 3:35,14,119.71,123.19,120,120.17,43.07,52.61,Rework,OP107,MC03,Scratch,Rework needed
CURE01676,PRT007,LOT106,LENS0102,CAV06,8/7/25 3:40,20,123.3,124.01,119,116.14,43.54,40.55,Rework,OP102,MC04,Bubble,Rework needed
CURE01677,PRT002,LOT110,LENS0260,CAV14,8/7/25 3:45,20,122.08,120.63,120,120.41,38.36,47.28,Fail,OP104,MC03,Scratch,Rework needed
CURE01678,PRT005,LOT100,LENS0073,CAV18,8/7/25 3:50,13,120.02,122.08,119,119.26,43.14,46.59,Fail,OP104,MC01,Scratch,Rework needed
CURE01679,PRT007,LOT100,LENS0073,CAV04,8/7/25 3:55,19,118.35,119.42,121,121.13,40.74,45.46,Rework,OP101,MC03,Bubble,Rework needed
CURE01680,PRT010,LOT107,LENS0354,CAV01,8/7/25 4:00,15,120.74,119.27,121,119.99,38.96,44.48,Fail,OP106,MC04,Scratch,Rework needed
CURE01681,PRT009,LOT114,LENS0180,CAV06,8/7/25 4:05,20,124.75,121.09,120,120.76,41.85,52.96,Success,OP107,MC03,None,Stable cycle
CURE01682,PRT009,LOT115,LENS0013,CAV05,8/7/25 4:10,19,122.1,123.21,122,120.49,44.81,53.16,Fail,OP110,MC03,Bubble,Rework needed
CURE01683,PRT005,LOT103,LENS0121,CAV04,8/7/25 4:15,16,120.78,118.73,118,120.67,40.3,42.31,Success,OP110,MC03,None,Stable cycle
CURE01684,PRT005,LOT119,LENS0423,CAV07,8/7/25 4:20,17,118.16,118.64,119,116.18,44.4,42.66,Rework,OP110,MC02,Scratch,Rework needed
CURE01685,PRT002,LOT108,LENS0150,CAV07,8/7/25 4:25,18,118.09,121.03,119,121.62,40.14,53.01,Success,OP103,MC01,None,Stable cycle
CURE01686,PRT004,LOT119,LENS0020,CAV07,8/7/25 4:30,13,119.65,118.41,119,119.16,39.3,43.94,Fail,OP102,MC02,Scratch,Rework needed
CURE01687,PRT005,LOT112,LENS0493,CAV15,8/7/25 4:35,19,119.95,116.78,120,117.25,40.43,49.04,Success,OP105,MC03,None,Stable cycle
CURE01688,PRT009,LOT100,LENS0147,CAV07,8/7/25 4:40,10,119.04,122.95,122,124.69,40.46,41.8,Rework,OP105,MC04,Misalignment,Rework needed
CURE01689,PRT004,LOT115,LENS0172,CAV17,8/7/25 4:45,15,116.7,116.3,118,117.11,40.87,40.31,Fail,OP104,MC03,Misalignment,Rework needed
CURE01690,PRT004,LOT107,LENS0244,CAV18,8/7/25 4:50,14,115.95,119.99,119,116.32,40.97,43.62,Success,OP102,MC02,None,Stable cycle
CURE01691,PRT004,LOT119,LENS0077,CAV18,8/7/25 4:55,17,122.97,120.28,120,122.73,41.26,46.85,Rework,OP109,MC04,Misalignment,Rework needed
CURE01692,PRT004,LOT114,LENS0449,CAV02,8/7/25 5:00,12,116.55,116.2,118,120.18,42.21,54.05,Fail,OP104,MC03,Scratch,Rework needed
CURE01693,PRT004,LOT110,LENS0117,CAV02,8/7/25 5:05,15,117.15,118.44,120,121.36,38.43,54.16,Success,OP104,MC02,None,Stable cycle
CURE01694,PRT007,LOT113,LENS0046,CAV15,8/7/25 5:10,16,120.48,124.54,119,117.4,38.15,48.59,Fail,OP109,MC03,Scratch,Rework needed
CURE01695,PRT009,LOT114,LENS0188,CAV11,8/7/25 5:15,17,121.51,118.72,119,119.58,41.42,53.3,Success,OP101,MC02,None,Stable cycle
CURE01696,PRT005,LOT118,LENS0456,CAV07,8/7/25 5:20,19,123.4,118.36,122,120.37,39.14,53.99,Fail,OP105,MC02,Bubble,Rework needed
CURE01697,PRT002,LOT114,LENS0379,CAV04,8/7/25 5:25,20,123.21,121.34,120,118.55,42.88,42.97,Fail,OP101,MC02,Bubble,Rework needed
CURE01698,PRT009,LOT113,LENS0280,CAV10,8/7/25 5:30,18,115.23,119.6,121,120.89,38.42,46.88,Success,OP105,MC02,None,Stable cycle
CURE01699,PRT009,LOT105,LENS0205,CAV19,8/7/25 5:35,10,119.02,117.9,120,121.47,44.14,48.21,Fail,OP102,MC02,Scratch,Rework needed
CURE01700,PRT007,LOT116,LENS0160,CAV08,8/7/25 5:40,14,124.92,117.7,120,117.11,43.02,50.9,Fail,OP107,MC02,Misalignment,Rework needed
CURE01701,PRT001,LOT107,LENS0175,CAV13,8/7/25 5:45,11,124.76,116.04,121,118.9,39.4,47.79,Rework,OP102,MC05,Bubble,Rework needed
CURE01702,PRT010,LOT120,LENS0277,CAV03,8/7/25 5:50,11,122.97,121.65,120,121.5,40.56,52.47,Rework,OP106,MC05,Misalignment,Rework needed
CURE01703,PRT008,LOT117,LENS0474,CAV05,8/7/25 5:55,20,116.57,120.67,121,118.08,41.81,47.2,Fail,OP106,MC01,Misalignment,Rework needed
CURE01704,PRT010,LOT115,LENS0344,CAV11,8/7/25 6:00,11,121.42,115.26,122,120.93,42.89,40.29,Success,OP104,MC03,None,Stable cycle
CURE01705,PRT010,LOT107,LENS0029,CAV08,8/7/25 6:05,20,122.34,123.17,120,118.55,39.8,48.83,Rework,OP110,MC03,Bubble,Rework needed
CURE01706,PRT002,LOT110,LENS0365,CAV05,8/7/25 6:10,13,124.17,121.96,119,116.12,42.6,49.26,Success,OP104,MC04,None,Stable cycle
CURE01707,PRT003,LOT120,LENS0061,CAV16,8/7/25 6:15,13,123.52,118.36,121,118.79,43.87,47.3,Success,OP107,MC03,None,Stable cycle
CURE01708,PRT002,LOT118,LENS0198,CAV02,8/7/25 6:20,10,122.38,119.83,122,120.34,41.43,46.04,Rework,OP105,MC02,Misalignment,Rework needed
CURE01709,PRT005,LOT104,LENS0020,CAV05,8/7/25 6:25,13,118.23,124.54,119,116.14,45,41.06,Rework,OP107,MC04,Scratch,Rework needed
CURE01710,PRT010,LOT111,LENS0211,CAV10,8/7/25 6:30,12,117.97,124.09,122,119.76,39.89,48.18,Fail,OP108,MC03,Misalignment,Rework needed
CURE01711,PRT001,LOT113,LENS0272,CAV18,8/7/25 6:35,14,115.87,116.34,122,123.27,44.45,51.22,Rework,OP102,MC01,Bubble,Rework needed
CURE01712,PRT006,LOT118,LENS0171,CAV16,8/7/25 6:40,15,117.8,120.04,120,122.03,38.11,47.02,Success,OP107,MC02,None,Stable cycle
CURE01713,PRT003,LOT110,LENS0309,CAV02,8/7/25 6:45,13,116.13,122.49,122,124.16,38.18,51.91,Fail,OP104,MC05,Misalignment,Rework needed
CURE01714,PRT003,LOT107,LENS0037,CAV05,8/7/25 6:50,18,120.04,121.32,118,115.22,38.25,47.94,Rework,OP101,MC05,Misalignment,Rework needed
CURE01715,PRT007,LOT113,LENS0392,CAV17,8/7/25 6:55,12,121.08,119.95,119,121.27,38.55,49.99,Success,OP101,MC02,None,Stable cycle
CURE01716,PRT004,LOT114,LENS0119,CAV08,8/7/25 7:00,18,118.96,118.09,121,120.66,43.48,40.69,Success,OP107,MC04,None,Stable cycle
CURE01717,PRT003,LOT103,LENS0202,CAV14,8/7/25 7:05,19,118.93,124.48,122,123.63,39.85,53.07,Fail,OP104,MC01,Misalignment,Rework needed
CURE01718,PRT008,LOT117,LENS0072,CAV02,8/7/25 7:10,16,116.29,115.26,120,119.61,40.96,54.48,Fail,OP110,MC05,Bubble,Rework needed
CURE01719,PRT002,LOT117,LENS0202,CAV16,8/7/25 7:15,13,115.94,116.25,120,120.44,44.22,54.22,Success,OP101,MC04,None,Stable cycle
CURE01720,PRT010,LOT113,LENS0175,CAV07,8/7/25 7:20,10,120.67,119.88,120,122.9,40.42,40.57,Fail,OP101,MC04,Scratch,Rework needed
CURE01721,PRT007,LOT113,LENS0102,CAV14,8/7/25 7:25,15,120.61,121.15,119,116.21,41.59,47.07,Rework,OP104,MC01,Misalignment,Rework needed
CURE01722,PRT005,LOT102,LENS0391,CAV12,8/7/25 7:30,12,122.19,120.73,121,118.53,44.22,51.87,Rework,OP108,MC02,Bubble,Rework needed
CURE01723,PRT004,LOT110,LENS0351,CAV15,8/7/25 7:35,19,121.98,119.92,120,122.25,39.03,49.41,Rework,OP110,MC01,Bubble,Rework needed
CURE01724,PRT005,LOT113,LENS0179,CAV07,8/7/25 7:40,11,120.65,121.67,121,122.44,38.64,46.81,Rework,OP110,MC01,Bubble,Rework needed
CURE01725,PRT004,LOT112,LENS0301,CAV02,8/7/25 7:45,12,122.27,121.16,119,120.58,41.97,49.09,Fail,OP108,MC01,Scratch,Rework needed
CURE01726,PRT003,LOT115,LENS0421,CAV20,8/7/25 7:50,18,115.44,120.45,118,119.52,38.12,53.93,Fail,OP106,MC02,Scratch,Rework needed
CURE01727,PRT004,LOT115,LENS0307,CAV15,8/7/25 7:55,10,118.86,121.34,119,120.86,41.17,43.45,Success,OP101,MC01,None,Stable cycle
CURE01728,PRT001,LOT103,LENS0058,CAV17,8/7/25 8:00,17,122.48,120.73,121,123.79,39.72,47.69,Success,OP106,MC04,None,Stable cycle
CURE01729,PRT010,LOT109,LENS0258,CAV05,8/7/25 8:05,19,116.88,116.87,120,117.52,43.98,54.48,Fail,OP106,MC01,Bubble,Rework needed
CURE01730,PRT004,LOT102,LENS0266,CAV10,8/7/25 8:10,11,124.86,115.88,118,116.7,41.11,53.83,Fail,OP101,MC01,Misalignment,Rework needed
CURE01731,PRT006,LOT111,LENS0113,CAV09,8/7/25 8:15,10,123.1,123.45,119,117.56,40.11,48.92,Fail,OP105,MC03,Scratch,Rework needed
CURE01732,PRT009,LOT103,LENS0332,CAV05,8/7/25 8:20,10,124.19,124.84,122,123.16,38.92,51,Rework,OP108,MC01,Misalignment,Rework needed
CURE01733,PRT005,LOT115,LENS0024,CAV03,8/7/25 8:25,12,115.47,115.23,121,121.62,40.06,43.52,Success,OP102,MC05,None,Stable cycle
CURE01734,PRT002,LOT116,LENS0030,CAV02,8/7/25 8:30,19,122.88,122.22,120,117.19,44.38,47.82,Fail,OP110,MC04,Bubble,Rework needed
CURE01735,PRT005,LOT117,LENS0409,CAV08,8/7/25 8:35,12,123.14,118.58,121,122.86,42.64,47.25,Rework,OP106,MC03,Scratch,Rework needed
CURE01736,PRT010,LOT112,LENS0064,CAV09,8/7/25 8:40,13,117.97,115.87,120,118.54,43.57,52.71,Success,OP104,MC03,None,Stable cycle
CURE01737,PRT002,LOT106,LENS0016,CAV11,8/7/25 8:45,20,124.04,121.26,121,118.86,44.84,46.14,Rework,OP110,MC05,Misalignment,Rework needed
CURE01738,PRT009,LOT115,LENS0494,CAV08,8/7/25 8:50,12,123.98,120.48,120,121.37,44.43,52.24,Success,OP102,MC05,None,Stable cycle
CURE01739,PRT002,LOT115,LENS0239,CAV06,8/7/25 8:55,11,124.4,121.19,119,119.88,41.3,41.83,Fail,OP102,MC02,Bubble,Rework needed
CURE01740,PRT004,LOT107,LENS0247,CAV18,8/7/25 9:00,19,119.35,121.17,120,120.23,40.52,41.03,Success,OP106,MC05,None,Stable cycle
CURE01741,PRT003,LOT116,LENS0281,CAV05,8/7/25 9:05,11,120.25,116.09,122,120.84,38.64,54.36,Success,OP107,MC02,None,Stable cycle
CURE01742,PRT006,LOT117,LENS0072,CAV15,8/7/25 9:10,11,120.04,118.56,119,117.53,43.08,45.86,Fail,OP104,MC04,Misalignment,Rework needed
CURE01743,PRT007,LOT118,LENS0387,CAV14,8/7/25 9:15,11,120.75,115.37,118,118.17,44.77,51.53,Success,OP106,MC05,None,Stable cycle
CURE01744,PRT004,LOT113,LENS0055,CAV04,8/7/25 9:20,18,123.37,123.09,118,118.42,40.57,45.69,Fail,OP105,MC02,Misalignment,Rework needed
CURE01745,PRT002,LOT118,LENS0116,CAV11,8/7/25 9:25,20,123.81,119.99,119,121.51,38.38,44.16,Rework,OP109,MC02,Scratch,Rework needed
CURE01746,PRT007,LOT100,LENS0110,CAV10,8/7/25 9:30,20,121.07,117.34,118,115.9,39.21,48.09,Rework,OP110,MC03,Misalignment,Rework needed
CURE01747,PRT005,LOT115,LENS0254,CAV09,8/7/25 9:35,19,120.79,116.7,119,120.29,44.66,46.36,Rework,OP110,MC05,Bubble,Rework needed
CURE01748,PRT006,LOT109,LENS0021,CAV10,8/7/25 9:40,19,118.4,118.35,119,121.19,41.79,42.56,Fail,OP110,MC03,Bubble,Rework needed
CURE01749,PRT006,LOT117,LENS0306,CAV15,8/7/25 9:45,11,118.33,122.14,122,122.09,41.14,40.75,Success,OP109,MC02,None,Stable cycle
CURE01750,PRT010,LOT119,LENS0316,CAV04,8/7/25 9:50,10,118.98,117.93,120,119.16,38.5,47.61,Fail,OP109,MC02,Scratch,Rework needed
CURE01751,PRT006,LOT116,LENS0183,CAV06,8/7/25 9:55,16,122.7,117.13,119,116.25,43.27,45.59,Fail,OP101,MC05,Bubble,Rework needed
CURE01752,PRT006,LOT102,LENS0185,CAV01,8/7/25 10:00,20,119.35,124.84,118,117.9,41.03,41.03,Fail,OP109,MC04,Misalignment,Rework needed
CURE01753,PRT003,LOT111,LENS0125,CAV16,8/7/25 10:05,10,120.82,124.34,120,119.67,44.69,52.12,Success,OP101,MC05,None,Stable cycle
CURE01754,PRT001,LOT101,LENS0340,CAV02,8/7/25 10:10,19,118.88,121.17,119,120.28,41.17,54.91,Success,OP104,MC03,None,Stable cycle
CURE01755,PRT001,LOT115,LENS0214,CAV13,8/7/25 10:15,20,115.34,115.57,121,120.16,43.37,52.77,Fail,OP102,MC01,Bubble,Rework needed
CURE01756,PRT001,LOT115,LENS0352,CAV15,8/7/25 10:20,18,116.95,124.57,119,117.12,38.7,45.68,Success,OP103,MC01,None,Stable cycle
CURE01757,PRT010,LOT117,LENS0030,CAV07,8/7/25 10:25,16,120.98,118.94,120,120.28,39.96,43.09,Fail,OP104,MC01,Scratch,Rework needed
CURE01758,PRT002,LOT110,LENS0133,CAV16,8/7/25 10:30,19,123.89,120.36,118,119.08,42.92,49.91,Fail,OP101,MC02,Misalignment,Rework needed
CURE01759,PRT010,LOT104,LENS0354,CAV05,8/7/25 10:35,20,116.78,121.86,121,119.18,39.78,49.17,Rework,OP106,MC04,Scratch,Rework needed
CURE01760,PRT002,LOT101,LENS0406,CAV11,8/7/25 10:40,11,123.16,123.36,121,118.59,40.2,52.73,Fail,OP109,MC01,Misalignment,Rework needed
CURE01761,PRT009,LOT106,LENS0446,CAV08,8/7/25 10:45,16,118.49,117.21,120,119.35,43.22,48.06,Rework,OP108,MC05,Misalignment,Rework needed
CURE01762,PRT002,LOT100,LENS0484,CAV12,8/7/25 10:50,13,121.34,122.74,120,117.45,40.48,52.51,Rework,OP107,MC01,Scratch,Rework needed
CURE01763,PRT008,LOT114,LENS0113,CAV13,8/7/25 10:55,14,115.74,115.88,119,118.23,42.63,51.43,Fail,OP101,MC03,Misalignment,Rework needed
CURE01764,PRT010,LOT116,LENS0479,CAV04,8/7/25 11:00,13,120.46,119.74,119,120.65,44.04,46.01,Rework,OP102,MC01,Scratch,Rework needed
CURE01765,PRT010,LOT111,LENS0185,CAV20,8/7/25 11:05,17,115.65,124.31,121,121.33,44.46,48.41,Success,OP106,MC01,None,Stable cycle
CURE01766,PRT002,LOT118,LENS0418,CAV17,8/7/25 11:10,17,120.97,117.69,120,119.9,40.37,45.18,Success,OP108,MC04,None,Stable cycle
CURE01767,PRT001,LOT120,LENS0043,CAV03,8/7/25 11:15,16,119,124.68,119,121.33,39.04,43.1,Success,OP106,MC05,None,Stable cycle
CURE01768,PRT005,LOT117,LENS0076,CAV03,8/7/25 11:20,15,115.89,120.6,122,121.78,38.99,46.71,Rework,OP101,MC01,Bubble,Rework needed
CURE01769,PRT007,LOT111,LENS0097,CAV13,8/7/25 11:25,12,115.24,120.65,120,120.38,43.75,50.16,Success,OP101,MC01,None,Stable cycle
CURE01770,PRT001,LOT111,LENS0341,CAV13,8/7/25 11:30,10,120.84,123.67,121,121.28,40.77,53.47,Fail,OP105,MC05,Misalignment,Rework needed
CURE01771,PRT004,LOT120,LENS0425,CAV01,8/7/25 11:35,18,120.36,124.8,118,115.6,42.54,47.82,Fail,OP102,MC01,Scratch,Rework needed
CURE01772,PRT004,LOT107,LENS0316,CAV08,8/7/25 11:40,18,117.38,116.08,118,120.6,39.85,54.84,Rework,OP107,MC03,Scratch,Rework needed
CURE01773,PRT009,LOT104,LENS0381,CAV19,8/7/25 11:45,16,121.45,123.34,119,116.75,40.97,54.1,Success,OP110,MC02,None,Stable cycle
CURE01774,PRT005,LOT101,LENS0495,CAV15,8/7/25 11:50,15,115.02,120.21,121,119.05,44.64,46.38,Fail,OP110,MC01,Scratch,Rework needed
CURE01775,PRT004,LOT103,LENS0446,CAV11,8/7/25 11:55,20,120.93,123.65,120,118.29,42.86,43.51,Success,OP102,MC04,None,Stable cycle
CURE01776,PRT005,LOT116,LENS0185,CAV12,8/7/25 12:00,13,122.83,118.78,119,118.7,42.98,44.02,Fail,OP103,MC04,Scratch,Rework needed
CURE01777,PRT004,LOT105,LENS0149,CAV01,8/7/25 12:05,15,121.62,121.3,120,117.92,42.42,44.11,Success,OP104,MC01,None,Stable cycle
CURE01778,PRT003,LOT101,LENS0317,CAV11,8/7/25 12:10,12,117.59,122.97,121,123.97,42.78,40.71,Rework,OP102,MC01,Misalignment,Rework needed
CURE01779,PRT009,LOT106,LENS0251,CAV05,8/7/25 12:15,16,117.16,120.23,119,119.56,44.81,44.84,Rework,OP110,MC04,Misalignment,Rework needed
CURE01780,PRT005,LOT100,LENS0078,CAV15,8/7/25 12:20,20,115.94,124.5,122,123.4,39.72,40.84,Fail,OP106,MC04,Bubble,Rework needed
CURE01781,PRT004,LOT112,LENS0484,CAV05,8/7/25 12:25,14,116.42,124.75,121,121.74,42.12,41.25,Fail,OP107,MC04,Misalignment,Rework needed
CURE01782,PRT008,LOT109,LENS0052,CAV01,8/7/25 12:30,18,123.1,116.72,118,116.15,42.5,47.61,Fail,OP108,MC03,Scratch,Rework needed
CURE01783,PRT003,LOT120,LENS0413,CAV04,8/7/25 12:35,19,122.63,120.27,121,123.83,42.73,45.5,Success,OP105,MC05,None,Stable cycle
CURE01784,PRT002,LOT100,LENS0079,CAV01,8/7/25 12:40,18,121.58,117.42,122,122.36,42.92,43,Rework,OP109,MC03,Bubble,Rework needed
CURE01785,PRT006,LOT106,LENS0076,CAV10,8/7/25 12:45,15,116.7,123.54,119,117.61,42.63,54.36,Success,OP110,MC03,None,Stable cycle
CURE01786,PRT001,LOT114,LENS0214,CAV14,8/7/25 12:50,12,120.3,121.82,120,118.8,38.55,51.87,Success,OP108,MC03,None,Stable cycle
CURE01787,PRT010,LOT105,LENS0369,CAV16,8/7/25 12:55,17,120.99,122.02,121,118.22,44.79,51.62,Rework,OP105,MC04,Scratch,Rework needed
CURE01788,PRT009,LOT105,LENS0481,CAV03,8/7/25 13:00,15,124.03,118.58,122,122.38,40.19,40.83,Success,OP101,MC04,None,Stable cycle
CURE01789,PRT005,LOT115,LENS0091,CAV20,8/7/25 13:05,13,116.88,122.48,122,124.31,44.07,43.6,Success,OP103,MC02,None,Stable cycle
CURE01790,PRT010,LOT100,LENS0369,CAV05,8/7/25 13:10,17,115.82,118.3,120,121.6,39.59,54.51,Success,OP103,MC01,None,Stable cycle
CURE01791,PRT006,LOT103,LENS0250,CAV17,8/7/25 13:15,19,117.43,118.79,121,122.91,41.02,50.22,Fail,OP101,MC04,Bubble,Rework needed
CURE01792,PRT010,LOT112,LENS0139,CAV04,8/7/25 13:20,12,118.21,115.38,118,120,42.2,45.7,Rework,OP105,MC05,Misalignment,Rework needed
CURE01793,PRT002,LOT117,LENS0385,CAV04,8/7/25 13:25,14,119.24,120.75,118,118.51,39.33,51.17,Rework,OP102,MC03,Bubble,Rework needed
CURE01794,PRT004,LOT106,LENS0087,CAV03,8/7/25 13:30,18,115.07,119.49,119,120.3,38.08,46.8,Rework,OP106,MC04,Scratch,Rework needed
CURE01795,PRT006,LOT118,LENS0068,CAV09,8/7/25 13:35,11,115.85,115.05,119,118.66,39.36,41.79,Rework,OP106,MC01,Bubble,Rework needed
CURE01796,PRT006,LOT102,LENS0217,CAV20,8/7/25 13:40,12,122.68,119.12,119,119.79,41.22,53.34,Rework,OP101,MC02,Scratch,Rework needed
CURE01797,PRT008,LOT116,LENS0212,CAV05,8/7/25 13:45,13,121.13,118.12,119,117.55,43.06,51.04,Rework,OP106,MC04,Misalignment,Rework needed
CURE01798,PRT008,LOT120,LENS0089,CAV14,8/7/25 13:50,15,116.79,119.59,119,120.26,41.31,53.44,Fail,OP106,MC04,Bubble,Rework needed
CURE01799,PRT010,LOT108,LENS0147,CAV10,8/7/25 13:55,16,120.52,120.27,122,124.37,40.06,54.62,Rework,OP110,MC03,Scratch,Rework needed
CURE01800,PRT001,LOT104,LENS0099,CAV18,8/7/25 14:00,12,124.42,120.96,122,124.09,44.94,42.32,Fail,OP110,MC02,Misalignment,Rework needed
CURE01801,PRT006,LOT109,LENS0287,CAV17,8/7/25 14:05,15,119.75,117.25,122,119.92,41.65,49.56,Success,OP102,MC02,None,Stable cycle
CURE01802,PRT006,LOT109,LENS0127,CAV08,8/7/25 14:10,20,123.56,120.33,122,120.46,40.96,45.48,Rework,OP104,MC04,Bubble,Rework needed
CURE01803,PRT004,LOT110,LENS0153,CAV09,8/7/25 14:15,11,117.55,124.64,119,119.94,38.62,48.08,Success,OP105,MC05,None,Stable cycle
CURE01804,PRT004,LOT103,LENS0363,CAV01,8/7/25 14:20,11,117.68,117.9,118,120.43,39,50.72,Fail,OP105,MC05,Scratch,Rework needed
CURE01805,PRT006,LOT101,LENS0107,CAV01,8/7/25 14:25,18,122.57,120.96,122,123.64,39.95,45.18,Fail,OP104,MC02,Scratch,Rework needed
CURE01806,PRT010,LOT116,LENS0134,CAV06,8/7/25 14:30,18,115.52,122.99,119,117.21,38.3,41.97,Success,OP103,MC01,None,Stable cycle
CURE01807,PRT010,LOT119,LENS0270,CAV09,8/7/25 14:35,15,123.05,121.98,118,118.04,44.79,43.59,Fail,OP103,MC02,Misalignment,Rework needed
CURE01808,PRT008,LOT117,LENS0229,CAV05,8/7/25 14:40,10,120,117.03,121,123.01,40.17,42.3,Fail,OP105,MC03,Misalignment,Rework needed
CURE01809,PRT008,LOT106,LENS0284,CAV07,8/7/25 14:45,14,120.71,116.93,120,117.07,38.89,53.11,Rework,OP103,MC02,Bubble,Rework needed
CURE01810,PRT002,LOT105,LENS0500,CAV12,8/7/25 14:50,19,118.73,123.88,120,121.38,38.57,40.1,Rework,OP101,MC05,Scratch,Rework needed
CURE01811,PRT006,LOT110,LENS0497,CAV03,8/7/25 14:55,19,117.38,123.36,119,121.87,38.85,53.87,Rework,OP103,MC05,Bubble,Rework needed
CURE01812,PRT010,LOT120,LENS0125,CAV03,8/7/25 15:00,14,121.6,119.05,118,115.86,43.85,48.64,Success,OP108,MC05,None,Stable cycle
CURE01813,PRT010,LOT105,LENS0422,CAV01,8/7/25 15:05,19,119.53,123.56,122,121.44,43.42,42.81,Rework,OP110,MC02,Scratch,Rework needed
CURE01814,PRT001,LOT120,LENS0225,CAV19,8/7/25 15:10,16,120.06,120.32,120,121.56,38.08,44.41,Rework,OP102,MC02,Bubble,Rework needed
